plant.sp,bird.sp,source,foraging.behaviour,fruitstime,gape.width,frdiam
Byrsonima_intermedia,Tyrannus_melancholicus,Gondim_(2002),(a) Gulpers,0.5,14.63333333,8.2225
Copaifera_langsdorffii,Tangara_cayana,Motta-Jr_e_Lombardi_(1990),(b) Mashers,0.5,8.65,9
Coussarea_hydrangeifolia,Tityra_cayana,Gondim_(2002),(a) Gulpers,0.5,10.9,7.4
Ocotea_corymbosa,Myiozetetes_similis,Gondim_(2002),(a) Gulpers,0.5,12.86666667,5.7
Palicourea_marcgravii,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.5,12,7.7
Tabernaemontana_fuchsaefolia,Conirostrum_speciosum,Gondim_(2002),(b) Mashers,0.5,7.5,6.6
Talauma_ovata,Tachyphonus_coronatus,Cazetta_et_al._(2002),(b) Mashers,0.5,9.77,7.3
Talauma_ovata,Myiozetetes_similis,Cazetta_et_al._(2002),(a) Gulpers,0.5,12.86666667,7.3
Tapirira_guianensis,Parula_pitiayumi,Gondim_(2002),(a) Gulpers,0.5,6.2,9.1
Trichilia_pallida,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.5,12,7.6
Xylopia_aromatica,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,0.5,15.2125,4.3
Miconia_cinnamomifolia,Megarynchus_pitangua,Correia_(1997),(a) Gulpers,0.492610837,18,3.2
Cytharexylum_myrianthum,Legatus_leucophaius,Correia_(1997),(a) Gulpers,0.488372093,13.2,8.3
Ocotea_corymbosa,Elaenia_sp,Gondim_(2002),(a) Gulpers,0.470588235,11,5.7
Talauma_ovata,Cyanocorax_cristatellus,Cazetta_et_al._(2002),(a) Gulpers,0.465116279,18.2,7.3
Ocotea_corymbosa,Dacnis_cayana,Gondim_(2002),(b) Mashers,0.464285714,8.03,5.7
Virola_sebifera,Tangara_cayana,Gondim_(2002),(b) Mashers,0.461538462,8.65,10.25
Cupania_vernalis,Myiarchus_ferox,Gondim_(2002),(a) Gulpers,0.454545455,12.43333333,8.75
Tabernaemontana_fuchsaefolia,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,0.438596491,16.35,6.6
Michelia_champaca,Myiozetetes_similis,Oliveira_et_al._(2013),(a) Gulpers,0.436681223,12.86666667,8.5
Copaifera_langsdorffii,Elaenia_obscura,Motta-Jr_e_Lombardi_(1990),(a) Gulpers,0.434782609,11.8125,9
Michelia_champaca,Dacnis_cayana,Oliveira_et_al._(2013),(b) Mashers,0.432748538,8.03,8.5
Xylopia_sericea,Myiarchus_ferox,Correia_(1997),(a) Gulpers,0.423728814,12.43333333,7.4
Copaifera_langsdorffii,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,0.4,14.1125,9
Talauma_ovata,Empidonomus_varius,Cazetta_et_al._(2002),(a) Gulpers,0.396825397,11.5,7.3
Siparuna_guianensis,Cyanocorax_chrysops,Gondim_(2002),(a) Gulpers,0.391304348,19.5,3.9
Tapirira_guianensis,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,0.357142857,15.2125,9.1
Podocarpus_parlatorei,Catharus_ustulatus,Blendinger,(a) Gulpers,0.35,11.1,6
Tapirira_guianensis,Molothrus_bonariensis,Gondim_(2002),(a) Gulpers,0.35,14.6,9.1
Tabernaemontana_fuchsaefolia,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.338461538,12,6.6
Cytharexylum_myrianthum,Turdus_amaurochalinus,Correia_(1997),(a) Gulpers,0.334788937,12.48,8.3
Amaioua_guianensis,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.333333333,12,9.573333333
Coussarea_hydrangeifolia,Cyanocorax_chrysops,Gondim_(2002),(a) Gulpers,0.333333333,19.5,7.4
Cupania_vernalis,Tyrannus_melancholicus,Gondim_(2002),(a) Gulpers,0.333333333,14.63333333,8.75
Cupania_vernalis,Tangara_cayana,Gondim_(2002),(b) Mashers,0.333333333,8.65,8.75
Tabernaemontana_fuchsaefolia,Dacnis_cayana,Gondim_(2002),(b) Mashers,0.333333333,8.03,6.6
Cytharexylum_myrianthum,Conirostrum_speciosum,Correia_(1997),(b) Mashers,0.327332242,7.5,8.3
Cupania_vernalis,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.325,12,8.75
Alchornea_triplinervia,Cyanerpes_cyaneus,Correia_(1997),(b) Mashers,0.324675325,7.458823529,7.15
Ocotea_corymbosa,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,0.317647059,16.35,5.7
Cytharexylum_myrianthum,Myiodynastes_maculatus,Correia_(1997),(a) Gulpers,0.300480769,15.92,8.3
Trattinnickia_lawrencei,Cotinga_cayana,Parrado-Rosselli_and_Amaya-Espinel,(a) Gulpers,0.3,16.9,3.5
Michelia_champaca,Turdus_rufiventris,Oliveira_et_al._(2013),(a) Gulpers,0.299401198,14.50625,8.5
Myrsine_coriacea,Thraupis_sayaca,Francisco_e_Galetti_(2001),(b) Mashers,0.297619048,12,3.262
Amaioua_guianensis,Myiozetetes_similis,Gondim_(2002),(a) Gulpers,0.285714286,12.86666667,9.573333333
Cupania_vernalis,Dacnis_cayana,Gondim_(2002),(b) Mashers,0.285714286,8.03,8.75
Miconia_albicans,Tyrannus_melancholicus,Correia_(1997),(a) Gulpers,0.284900285,14.63333333,7.62
Byrsonima_intermedia,Myiozetetes_similis,Gondim_(2002),(a) Gulpers,0.282608696,12.86666667,8.2225
Doliocarpus_dentatus,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,0.266666667,16.35,6.317807018
Cytharexylum_myrianthum,Thraupis_sayaca,Correia_(1997),(b) Mashers,0.259067358,12,8.3
Cytharexylum_myrianthum,Dacnis_cayana,Correia_(1997),(b) Mashers,0.257400257,8.03,8.3
Amaioua_guianensis,Penelope_superciliaris,Gondim_(2002),(a) Gulpers,0.246666667,25,9.573333333
Pera_glabrata,Elaenia_sp,Gondim_(2002),(a) Gulpers,0.230769231,11,3.7075
Ocotea_corymbosa,Aratinga_leucophtalmus,Gondim_(2002),(b) Mashers,0.23,16.7,5.7
Tabernaemontana_fuchsaefolia,Tangara_cayana,Gondim_(2002),(b) Mashers,0.227272727,8.65,6.6
Xylopia_aromatica,Brotogeris_chiriri,Gondim_(2002),(b) Mashers,0.214285714,9.9,4.3
Miconia_cinnamomifolia,Turdus_amaurochalinus,Correia_(1997),(a) Gulpers,0.213675214,12.48,3.2
Cytharexylum_myrianthum,Tyrannus_melancholicus,Correia_(1997),(a) Gulpers,0.20979021,14.63333333,8.3
Virola_sebifera,Pipraeidea_melanonota,Gondim_(2002),(b) Mashers,0.2,9.3,10.25
Virola_sebifera,Tersina_viridis,Gondim_(2002),(b) Mashers,0.184210526,15.2,10.25
Euterpe_edulis,Selenidera_maculirostris,Castro_(2003),(a) Gulpers,0.182217344,26.08333333,13.3575
Ocotea_corymbosa,Mimus_saturninus,Gondim_(2002),(a) Gulpers,0.166,12.15,5.7
Tabernaemontana_fuchsaefolia,Camptostoma_obsoletum,Gondim_(2002),(a) Gulpers,0.15,7.08125,6.6
Byrsonima_intermedia,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,0.135135135,15.2125,8.2225
Tapirira_guianensis,Tyrannus_melancholicus,Gondim_(2002),(a) Gulpers,0.130434783,14.63333333,9.1
Trichilia_pallida,Leptotila_rufaxilla,Gondim_(2002),(a) Gulpers,0.130434783,8.642857143,7.6
Amaioua_guianensis,Elaenia_mesoleuca,Gondim_(2002),(a) Gulpers,0.125,11,9.573333333
Amaioua_guianensis,Tangara_cayana,Gondim_(2002),(b) Mashers,0.111111111,8.65,9.573333333
Pera_glabrata,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,0.1,15.2125,3.7075
Tapirira_guianensis,Empidonomus_varius,Gondim_(2002),(a) Gulpers,0.1,11.5,9.1
Cytharexylum_myrianthum,Euphonia_violacea,Correia_(1997),(b) Mashers,0.07204611,7.9,8.3
Tapirira_guianensis,Myiodynastes_maculatus,Gondim_(2002),(a) Gulpers,0.066666667,15.92,9.1
Alibertia_sessilis,Penelope_superciliaris,Gondim_(2002),(a) Gulpers,0.035714286,25,22.35
Ouratea_castanaefolia,Celeus_flavescens,Gondim_(2002),(a) Gulpers,0.03030303,15.75,5.8
